Plant_Species
"Asafoetida (Pakistan) 2 - Ferula assafoetida L., fam. Apiaceae (Umbelliferae)"
"Asafoetida headspace - Ferula assafoetida L., fam. Apiaceae (Umbelliferae)"
"Asparagus officinalis (China) stem - Asparagus officinalis L., fam. Liliaceae"
"Astrocarium vulgare fruit - Astrocarium vulgare Mart., fam. Arecaceae"
"Astronium fraxinifolium (Brazil) - Astronium fraxinifolium Schott., fam. Anacardiaceae"
"Astronium fraxinifolium 1a - Astronium fraxinifolium Schott., fam. Anacardiaceae"
"Astronium fraxinifolium 1b - Astronium fraxinifolium Schott., fam. Anacardiaceae"
"Astronium urundeuva (Brazil) - Astronium urundeuva (Allemao) Engl., fam. Anacardiaceae"
"Athamanta macedonia (Greece) - Athamanta macedonia (L.) Sprengel, ssp. macedonia, fam. Apiaceae (Umbell.)"
Atractylis - Atractylodes lancea (Thunb.) DC. (A. ovata Thunb.; A. chinensis (Bunge)DC)
"Averrhoa bilimbi fruit (Malaysia) - Averrhoa bilimbi L., fam. Oxalidaceae"
"Avocado leaf - Persea gratissima Gaertner (P. americana Mill.), fam. Lauraceae"
"Ayou - Aydendron barbeyana Mez. (Nectandra globosa Mez.), fam. Lauraceae"
"Baccharis cordobensis (Argentina) - Baccharis cordobensis Heering, fam. Asteraceae (Compisitae)"
"Baccharis coridifolia - Baccharis coridifolia De Candole, fam. Asteraceae (Compositae)"
"Baccharis crispa - Baccharis crispa Spreng., fam. Asteraceae (Compositae)"
"Baccharis genistelloides - Baccharis genistelloides Pers. (Carqueja), fam. Asteraceae (Compositae)"
"Baccharis salicifolia (Argentina) - Baccharis salicifolia Pers., fam Asteraceae (Compositae)"
"Baccharis uncinella (Brazil) - Baccharis uncinella DC., fam. Asteraceae (Compositae)"
"Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae"
"Backhousia anisata leaf 2 - Backhousia anisata Vickery (Chemotype 2), fam. Myrtaceae"
"Backhousia citriodora - Backhousia citriodora F. Muell., fam. Myrtaceae"
"Bactris gasipaes fruit - Bactris gasipaes H.B.K., fam. Arecaceae"
"Bacuri fruit (Brazil) - Platonia insignis M., fam. Guttiferae"
"Baeckea frutescens (China) - Baeckea frutescens L., fam. Myrtaceae"
"Baga fruit - Annona glabra L., fam. Annonaceae"
"Balsamite/Costmary (Iran) - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)"
"Balsamite/Costmary (Lithuania) 1a - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)"
"Balsamite/Costmary (Lithuania) 1b - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)"
"Balsamite/Costmary (USA) - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)"
"Balsamite/Costmary - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)"
"Banana passa headspace extract (Brazil) - Musa cavendishii cultivar nanica, fam. Musaceae"
"Basil (Argentina) 1a Castelar - Ocimum basilicum L. cultivar Castelar, fam. Lamiaceae (Labiatae)"
"Basil (Argentina) 1b Samalao - Ocimum basilicum L. cultivar Samalao, fam. Lamiaceae (Labiatae)"
"Basil (Argentina) 1c Bella Vista - Ocimum basilicum L. cultivar Bella Vista, fam. Lamiaceae (Labiatae)"
"Basil (Argentina) 1d La Consulta - Ocimum basilicum L. cultivar La Consulta, fam. Lamiaceae (Labiatae)"
"Basil (Argentina) 1e Merlo - Ocimum basilicum L. cultivar Merlo, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 1a - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 1b - Ocimum basilicum L. cultivar Large Lettuce, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 1c - Ocimum basilicum L. cultivar Anise, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 2a cultivar Reunion - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 2b cultivar Cinnamon - Ocimum basilicum L. cultivar Cinnamon, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 2c cultivar Anise - Ocimum basilicum L. cultivar Anise, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 2d cultivar Dark opal - Ocimum basilicum L. cultivar Dark opal, fam. Lamiaceae (Labiatae)"
"Basil (Australia) 2e cultivar Bush - Ocimum basilicum L. cultivar Bush, fam. Lamiaceae (Labiatae)"
"Basil (Benin) 1a - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Benin) 1b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Benin) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Bhutan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Brazil) var. purpurascens - Ocimum basilicum L. cultivar purpurascens Benth., fam.Lamiaceae (Labiatae)"
"Basil (Bulgaria) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Cameroon) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (China) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Comoro Islands) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Comoro Islands) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Cuba) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Denmark) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Egypt) 1 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Egypt) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Egypt) 3a distilled - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Egypt) 3b absolute - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Egypt) 4 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (European) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (European) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Fiji) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Fiji) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Finland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (France) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (France) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Guinea) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Haiti) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (India) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (India), flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (India), herb - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (India), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Israel) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 1a CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 1b dry leaves - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 1c frozen leaves - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 1d oleoresin dry leaves - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 1e oleoresin frozen leaves - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 2 var. hispidum - Ocimum basilicum L. cultivar hispidum (Lam.) Chiov., fam. Lamiaceae"
"Basil (Italy) 3 CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 4a steamdistillate - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 4b CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Italy) 4b extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Madagascar) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Madagascar) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Morocco) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Nigeria) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Nigeria) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Pakistan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Philippines) 1a - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Philippines) 1b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Philippines) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Poland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Portugal) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Portugal) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Taiwan) leaf & flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Taiwan), flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Taiwan), leaf - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Taiwan), stem - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Taiwan), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Turkey) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Turkey) 2a - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Turkey) 2b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil (Yugoslavia) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil 3 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)"
"Basil, var. glabratum (Turkey) - Ocimum basilicum L. cultivar glabratum, fam. Lamiaceae (Labiatae)"
"Basil, var. hispidum (Somalia) - Ocimum basilicum L. cultivar hispidum, fam. Lamiaceae (Labiatae)"
"Bay, West Indian (Benin) - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Cuba) - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Guadeloupe) 1a - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Guadeloupe) 1b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Guadeloupe) 1c - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Guadeloupe) 2a - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian (Guadeloupe) 2b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian 1 - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian 2 - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bay, West Indian 3 - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae"
"Bergamot (Argentina) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Argentina) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 5 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (China) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (France, Corsica) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 5a original oil - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 5b headspace of oil - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 5c headspace heated oil - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy) 7 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 5 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 7 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Calabria) 8 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Sicily) 1a Castagnaro - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Sicily) 1b Fantastico - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Sicily) 1c Feminello - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Sicily) 1d PCF - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Italy, Tuscan) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Ivory coast: Coci) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Ivory coast: Diva) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Japan) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Japan) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Turkey) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Turkey) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Turkey) 3a green fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Turkey) 3b green/yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Turkey) 3c yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot (Uruguay) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot 1a peel extract - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot 1b peel hydrodistillate - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot 1c whole fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot leaf (China) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot leaf (Taiwan) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Bergamot leaf (USA) - Citrus bergamia Risso et Poiteau, fam. Rutaceae"
"Betel leaf Bangla (India) - Piper betle L. var. Bangla, fam. Piperaceae"
"Betel leaf Desawari (India) - Piper betle L. var. Desawari, fam. Piperaceae"
"Betel leaf Kapoori (India) 1 - Piper betle L. var. Kapoori, fam. Piperaceae"
"Betel leaf Kapoori (India) 2 - Piper betle L. var. Kapoori, fam. Piperaceae"
"Betel leaf Meetha (India) - Piper betle L. var. Meetha, fam. Piperaceae"
"Betel leaf Sanchi (India) - Piper betle L. var. Sanchi, fam. Piperaceae"
"Betula alnoides (Vietnam) - Betula alnoides Ham ex. D. Don, fam. Betulaceae"
"Bidens pilosa (Cameroon) - Bidens pilosa L., fam. Asteraceae (Compositae)"
"Bifora radians (Turkey) - Bifora radians Bieb., fam. Apiaceae (Umbelliferae)"
"Bitter orange flower absolute 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange flower absolute 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange flower headspace (China) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange flower water absolute 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange flower water absolute 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange flower water absolute 3 - Citrus aurantium L., var. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (China) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (China) 2 - Citrus aurantium L., ssp. amara Engl., fam Rutaceae"
"Bitter orange leaf (Petitgrain) (Italy) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Italy) 2a - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Italy) 2b - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Italy) 2c - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Japan) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Mauritius) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Spain) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Spain) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (Spain) 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (USA) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf (Petitgrain) (USA) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf 1 (Petitgrain) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf 2 (Petitgrain) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bitter orange leaf 3 (Petitgrain) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Bixa orellana (Cameroon) - Bixa orellana L., fam. Bixaceae"
"Blackcurrant bud 1 - Ribes nigrum L., fam. Grossulariaceae"
"Blackcurrant bud 2 - Ribes nigrum L., fam. Grossulariaceae"
"Blackcurrant bud 3 - Ribes nigrum L., fam. Grossulariaceae"
"Blackcurrant bud, absolute - Ribes nigrum L., fam. Grossulariaceae"
"Blepharocalyx gigantea (Argentina) 1a leaf - Blepharocalyx gigantea Lillo, fam. Myrtaceae"
"Blepharocalyx gigantea (Argentina) 1b seed - Blepharocalyx gigantea Lillo, fam. Myrtaceae"
"Blepharocalyx tweediei (Argentina) 1a leaf - Blepharocalyx tweediei (Hook. et Arn.) Berg, fam. Myrtaceae"
"Blepharocalyx tweediei (Argentina) 1b seed - Blepharocalyx tweediei (Hook. et Arn.) Berg, fam. Myrtaceae"
"Blumea brevipes - Blumea brevipes (Oliv. & Hiern) Willd., fam. Asteraceae (Compositae)"
"Blumea gariepina - Blumea gariepina DC., fam. Asteraceae (Compositae)"
"Blumea lanceolaria - Blumea lanceolaria (Roxb.) Druce, fam. Asteraceae (Compositae)"
"Bois-de-Rose (Brazil) 1a - Aniba rosaeodora var. amazonica Ducke, fam. Lauraceae"
"Bois-de-Rose (Brazil) 1b - Abina rosaeodora var. amazonica Ducke, fam. Laureaceae"
"Bois-de-Rose (Brazil) 1c - Aniba rosaeodora var. amazonica Ducke, fam. Lauraceae"
"Bois-de-Rose 1 - Aniba rosaeodora var. amazonica Ducke (A. duckei Kostemans),fam. Lauraceae"
"Bois-de-Rose 2 - Aniba rosaeodora var. amazonica Ducke (A. duckei Kostemans),fam. Lauraceae"
Boldo leaf (Chile) - Boldea fragrans Juss. (Peumus boldus Mol.)
Boldo leaf (Italy) - Boldea fragrans Juss. (Peumus boldus Mol.)
Boldo leaf - Boldea fragrans Juss. (Peumus boldus Mol.)
"Boronia megastigma - Boronia megastigma Nees., fam. Rutaceae"
"Bouea macrophylla fruit (Malaysia) - Bouea macrophylla Grif. (B. gandaria Blume x Miq., fam. Anacardiaceae"
"Buchu leaf (South Africa) 1a - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea"
"Buchu leaf (South Africa) 1b (species) - Agathosma crenulata Pillans, fam. Rutaceae"
"Buchu leaf (South Africa) 1c (hybrid) - Agathosma betulina x crenulata, fam. Rutaceae"
"Buchu leaf (South Africa) 2 - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea"
"Buchu leaf - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea"
"Buddleia asiatica (China) - Buddleia asiatica Lour., fam. Loganiaceae"
"Buddleia salvifolia concrete - Buddleia salvifolia (River plant), fam. Loganiaceae"
"Bunium cylidricum seed - Bunium cylindricum Boiss & Hoh and Drude, fam. Apiaceae (Umbelliferae)"
"Bunium persicum fruit (Iran) - Bunium persicum (Boiss.) B. Fedtsch., fam. Apiaceae (Umbelliferae)"
"Bupleurum gibraltarium (Spain) - Bupleurum gibraltarium Lam., fam. Apiaceae (Umbelliferae)"
"Bupleurum linearifolium - Bupleurum linearifolium DC., fam. Apiaceae (Umbelliferae)"
"Cabore (Brazil) - Micrastur ruficolis, fam. Leguminosae (so-called: officially unknown)"
"Cabreuva - Myrocarpus frondosus Fr. Allem. (M. fastigiatus Fr. Allem.), Leguminosae"
"Cabreuva balsam - Myroxylon peruiferum L. F., fam. Leguminosae (Papillionaceae)"
"Cachrys sicula (Spain) - Cachrys sicula L., fam. Apiaceae (Umbelliferae)"
"Cajuput (Australia) 1 - Melaleuca cajuputi Powell, var. cajuputi, fam. Myrtaceae"
"Cajuput (Australia) 2 - Melaleuca cajuputi Powell, var. cajuputi, fam. Myrtaceae"
"Cajuput (China) - Melaleuca cajuputi Powell, var. cajuputi, fam. Myrtaceae"
"Cajuput (Vietnam) 1 - Melaleuca cajuputi Powell, var. cajuputi, fam. Myrtaceae"
